RevolvingUtilizationOfUnsecuredLines,DebtRatio,MonthlyIncome,NumberOfTimes90DaysLate,age,SeriousDlqin2yrs
0.213414003,0.333333333,6500.0,0.0,45.0,0.0
0.71679489,0.35407177,9000.0,0.0,37.0,0.0
0.168475657,0.211377579,3585.0,0.0,55.0,0.0
0.005112092,0.319116444,18334.0,1.0,45.0,0.0
0.328645204,0.209711515,16083.0,0.0,50.0,0.0
0.0,0.0,7250.5855932017585,0.0,67.0,0.0
0.73593014,0.28290732,5750.0,0.0,32.0,0.0
0.072006846,0.203142358,6300.0,0.0,64.0,0.0
0.0,0.271379838,8500.0,0.0,47.0,0.0
0.470355433,0.419834903,8600.0,0.0,53.0,0.0
0.352236879,0.411627,7688.0,0.0,56.0,0.0
0.061519891,0.204674708,16000.0,0.0,57.0,0.0
0.209186065,0.398435236,3450.0,0.0,39.0,0.0
0.174226834,0.530065269,7200.0,0.0,43.0,0.0
0.025761608,0.143352401,5768.0,0.0,44.0,0.0
0.107928954,0.662348634,3550.0,0.0,46.0,0.0
0.290115092,0.307206431,3482.0,0.0,57.0,0.0
0.437460549,0.356742258,4100.0,1.0,45.0,0.0
0.002232937,0.010434292,3545.0,0.0,43.0,0.0
0.175018033,0.457991156,9497.0,0.0,52.0,0.0
0.060100466,0.273372287,9583.0,0.0,37.0,0.0
0.615424317,0.620028297,6360.0,0.0,54.0,0.0
0.89592098,0.35703848,4105.0,0.0,33.0,0.0
0.026740674,0.395486538,8950.0,0.0,48.0,0.0
0.146217076,0.139408043,13750.0,0.0,51.0,0.0
0.114093636,0.153614174,10610.0,0.0,59.0,0.0
0.007611877,0.513497301,5000.0,0.0,52.0,0.0
0.142702551,0.679404802,2956.0,0.0,78.0,0.0
0.530889029,0.348663879,5500.0,1.0,33.0,0.0
0.979042492,0.272606383,6767.0,1.0,58.0,0.0
0.291880967,0.082702471,7000.0,0.0,37.0,0.0
0.117152831,0.32490444,3400.0,0.0,48.0,0.0
0.142406733,0.359166427,10412.0,0.0,45.0,0.0
0.141720379,0.240518549,7250.0,0.0,53.0,0.0
0.536038507,0.760886341,9070.0,0.0,69.0,0.0
0.9999999,0.094281729,3584.0,0.0,53.0,0.0
0.695906082,0.569571738,6000.0,0.0,72.0,0.0
0.105555778,0.091455274,5991.0,0.0,67.0,0.0
0.046693416,0.176809283,11288.0,0.0,55.0,0.0
0.00287452,0.183152521,4700.0,0.0,71.0,0.0
0.061997362,0.288971458,5920.0,0.0,32.0,0.0
0.646116608,0.537803422,5025.0,0.0,73.0,0.0
0.343066731,0.166889673,8220.0,0.0,36.0,0.0
0.20775169,0.365490115,9660.0,0.0,44.0,0.0
0.267105609,0.347584541,12419.0,0.0,61.0,0.0
0.023921963,0.01557508,7511.0,0.0,46.0,0.0
0.852678943,0.504520796,4423.0,0.0,40.0,0.0
0.054534664,0.3436418,12707.0,0.0,49.0,0.0
0.308732096,0.102946044,12083.0,0.0,58.0,0.0
0.334148232,0.154527278,3500.0,0.0,32.0,0.0
0.013004508,0.701716381,6000.0,0.0,56.0,0.0
0.059216312,0.009632861,5501.0,0.0,79.0,0.0
0.424135778,0.667898283,4600.0,0.0,52.0,0.0
0.01939806,0.234747024,2687.0,0.0,39.0,0.0
0.415348924,0.531878756,7653.0,0.0,46.0,0.0
0.249460014,0.369964883,4840.0,0.0,46.0,0.0
0.500350606,0.64455924,6000.0,0.0,70.0,0.0
0.144825606,0.302471347,5583.0,0.0,48.0,0.0
0.030921676,0.312856238,6315.0,0.0,73.0,0.0
0.0,0.391643551,5767.0,0.0,68.0,0.0
0.0,0.0,5916.0,0.0,56.0,0.0
0.160119826,0.411145181,7500.0,0.0,55.0,0.0
0.142719081,0.333408097,8916.0,0.0,61.0,0.0
0.599293772,0.330303375,8800.0,0.0,33.0,0.0
0.326863038,0.442275649,4200.0,0.0,33.0,0.0
0.047002588,0.452591235,6000.0,0.0,59.0,1.0
0.81119138,0.158851537,6930.0,0.0,45.0,0.0
0.295006203,0.389002037,5400.0,0.0,64.0,0.0
0.017407523,0.170501181,8040.0,0.0,68.0,0.0
0.04219789,0.238537352,7000.0,0.0,46.0,0.0
0.0,0.0,5602.584532582555,0.0,44.0,0.0
0.9999999,0.135244179,11896.0,0.0,50.0,0.0
0.060721753,0.063988366,5500.0,0.0,44.0,0.0
0.9999999,0.0,2750.0,0.0,62.0,0.0
0.077961411,0.474305139,5000.0,0.0,73.0,0.0
0.204504614,0.207267833,5200.0,0.0,39.0,1.0
0.923726768,0.506369916,6514.0,0.0,59.0,0.0
0.404874427,0.615502922,3250.0,0.0,74.0,0.0
0.9999999,0.0,3900.0,0.0,37.0,0.0
0.207222886,0.686578355,4000.0,0.0,74.0,0.0
0.582014756,0.034705557,10833.0,0.0,39.0,0.0
0.149312526,0.375068194,3665.0,0.0,51.0,0.0
0.00321003,0.001190193,4200.0,0.0,49.0,0.0
0.450459749,0.578342166,10000.0,0.0,43.0,1.0
0.147672993,0.282060954,13255.0,0.0,53.0,0.0
0.004961185,0.131991051,9833.0,0.0,59.0,0.0
0.161017553,0.348347794,5416.0,0.0,47.0,0.0
0.008624641,0.497200448,6250.0,1.0,44.0,0.0
0.40616799,0.188710083,7953.0,0.0,49.0,0.0
0.043086992,0.003327787,4206.0,0.0,38.0,0.0
0.014523118,0.23838093,12500.0,0.0,60.0,1.0
0.05107547,0.061187762,1666.0,0.0,70.0,0.0
0.24374344,0.608195902,2000.0,0.0,38.0,0.0
0.9999999,0.235611933,4256.0,0.0,58.0,0.0
0.75017223,0.56006651,7216.0,0.0,62.0,0.0
0.475211785,0.75223294,5597.0,0.0,59.0,0.0
0.024125537,0.379046143,11615.0,0.0,65.0,0.0
0.02783056,0.267994709,12850.0,0.0,44.0,0.0
0.231772432,0.097029229,8347.0,0.0,66.0,0.0
0.42236835,0.250724038,2416.0,0.0,36.0,0.0
0.016858324,0.032644903,3001.0,0.0,68.0,0.0
0.112072613,0.067395907,2833.0,0.0,69.0,0.0
0.001994617,0.321371262,6854.0,0.0,61.0,0.0
0.152332567,0.026359143,4248.0,0.0,49.0,0.0
0.343500192,0.182279649,4333.0,0.0,35.0,0.0
0.050967445,0.153132063,12387.0,0.0,55.0,0.0
0.832016798,0.692866879,2200.0,1.0,32.0,0.0
0.031376927,0.352416867,11667.0,0.0,49.0,0.0
0.110444478,0.216811702,5400.0,0.0,59.0,0.0
0.013303334,0.1896013,8000.0,0.0,59.0,0.0
0.136526802,0.10696952,5150.0,1.0,70.0,0.0
0.003980948,0.001147842,4355.0,0.0,76.0,0.0
0.404259411,0.450497254,6736.0,0.0,47.0,0.0
0.053542215,0.443259457,6000.0,0.0,49.0,0.0
0.048063866,0.19135365,4232.0,0.0,72.0,0.0
0.036221216,0.018990505,2000.0,0.0,70.0,0.0
0.016204713,0.435075218,2525.0,0.0,47.0,0.0
0.068735704,0.232167963,10668.0,0.0,66.0,1.0
0.115188735,0.29269003,10300.0,0.0,46.0,0.0
0.0,0.0,5812.389301400192,0.0,27.0,0.0
0.188938408,0.352395238,10666.0,0.0,65.0,0.0
0.098254336,0.137086291,10000.0,0.0,33.0,0.0
0.006629548,0.492796821,4025.0,0.0,49.0,1.0
0.10119494,0.20474407,2402.0,0.0,36.0,0.0
0.03422504,0.001809351,10500.0,0.0,58.0,0.0
0.691766653,0.419526824,3000.0,0.0,47.0,0.0
0.002266516,0.112461237,15800.0,0.0,50.0,0.0
0.01575018,0.266364631,6400.0,0.0,60.0,0.0
0.003091315,0.257392753,2400.0,0.0,73.0,0.0
0.9999999,0.473606823,6800.0,0.0,49.0,1.0
0.022957377,0.338220593,3000.0,0.0,34.0,0.0
0.9999999,0.023781213,1681.0,0.0,54.0,0.0
0.229561588,0.390001628,6140.0,0.0,76.0,0.0
0.447630722,0.246757075,16959.0,0.0,54.0,0.0
0.195742783,0.64745085,3000.0,0.0,61.0,0.0
0.232976702,0.429851775,2900.0,0.0,74.0,0.0
0.482376925,0.471683698,10470.0,0.0,46.0,0.0
0.002222176,0.387045182,2500.0,0.0,66.0,0.0
0.9999999,0.454716784,9550.0,0.0,39.0,0.0
0.442133912,0.164257795,11000.0,0.0,52.0,0.0
0.0,0.210415571,1900.0,0.0,41.0,0.0
0.606460954,0.375948145,7250.0,0.0,32.0,0.0
0.018327224,0.000475964,2100.0,0.0,54.0,0.0
0.028540026,0.350568769,2900.0,0.0,65.0,0.0
0.30258635,0.736141109,8333.0,0.0,49.0,0.0
0.178638012,0.244585138,3000.0,0.0,31.0,0.0
0.002028468,0.168078176,10744.0,0.0,68.0,0.0
0.004601103,0.045350052,4784.0,0.0,59.0,0.0
0.288388501,0.530167026,8800.0,0.0,68.0,0.0
0.015139904,0.005748563,4000.0,0.0,67.0,0.0
0.011933068,0.225393805,9458.0,0.0,48.0,0.0
0.180368579,0.12192751,7200.0,0.0,44.0,0.0
0.9999999,0.0,4000.0,1.0,30.0,1.0
0.540479531,0.583994305,9833.0,0.0,36.0,0.0
0.591717755,0.592937488,10845.0,0.0,46.0,0.0
0.694306038,0.203599768,10333.0,1.0,39.0,0.0
0.951387386,0.484817468,2930.0,0.0,37.0,0.0
0.034990855,0.252558915,4200.0,0.0,62.0,0.0
0.731596772,0.811272584,5091.0,0.0,67.0,0.0
0.169417407,0.310109506,6300.0,0.0,70.0,1.0
0.307892656,0.122008297,9400.0,0.0,39.0,0.0
0.024686729,0.068311195,1580.0,0.0,53.0,0.0
0.225070715,0.497987599,9192.0,0.0,39.0,0.0
0.0,0.242351196,5392.0,0.0,73.0,0.0
0.000761832,0.711762746,3000.0,0.0,36.0,0.0
0.0,0.171305053,3700.0,0.0,40.0,0.0
0.017460282,0.146409541,3940.0,0.0,71.0,0.0
0.0,0.128562683,14700.0,0.0,64.0,0.0
0.193936818,0.295615195,17400.0,0.0,50.0,0.0
0.088799343,0.840042655,3750.0,0.0,40.0,0.0
0.040393674,0.193033382,6200.0,0.0,36.0,0.0
0.115507504,0.404465142,7300.0,0.0,54.0,0.0
0.327922403,0.457635718,1970.0,0.0,60.0,0.0
0.753324668,0.495080394,8333.0,0.0,54.0,0.0
0.0,0.0,8628.075112807219,0.0,49.0,0.0
0.919402446,0.319096509,4869.0,0.0,38.0,0.0
0.268910363,0.432713457,5000.0,0.0,42.0,0.0
0.056145093,0.824707298,9138.0,0.0,56.0,0.0
0.153653033,0.251159814,6250.0,0.0,50.0,0.0
0.314666939,0.479839493,15450.0,0.0,51.0,0.0
0.373416748,0.2031992,4000.0,0.0,28.0,0.0
0.039100799,0.266341707,8000.0,0.0,48.0,0.0
0.109371236,0.493028165,18000.0,0.0,50.0,0.0
0.816519733,0.342128882,5570.0,0.0,33.0,0.0
0.010297276,0.147051315,7833.0,0.0,73.0,0.0
0.028813981,0.004127868,10416.0,0.0,69.0,0.0
0.120996383,0.269384138,6770.0,0.0,52.0,0.0
0.010881393,0.402800295,6784.0,0.0,61.0,0.0
0.018209596,0.125175294,16400.0,0.0,41.0,0.0
0.0,0.361122705,9583.0,0.0,39.0,0.0
0.102952447,0.395668471,2400.0,0.0,35.0,0.0
0.716264334,0.567857668,6800.0,0.0,40.0,0.0
0.665670613,0.5104979,5000.0,0.0,45.0,1.0
0.736723641,0.722875287,7400.0,1.0,61.0,1.0
0.803640883,0.589420044,4120.0,0.0,50.0,0.0
0.208317619,0.350758054,6331.0,0.0,62.0,0.0
0.076193996,0.17130693,17850.0,0.0,63.0,0.0
0.13588068,0.296808656,7300.0,0.0,42.0,0.0
0.141245299,0.119186354,9438.0,0.0,50.0,0.0
0.00859828,0.085981839,10571.0,0.0,35.0,0.0
0.003926476,0.323811153,5845.0,0.0,75.0,0.0
0.348297923,0.313928977,12333.0,0.0,60.0,0.0
0.109567802,0.190534878,4056.0,0.0,53.0,0.0
0.179363305,0.689183913,2560.0,0.0,42.0,0.0
0.025600318,0.200883515,4300.0,0.0,62.0,0.0
0.110841891,0.240991669,9962.0,0.0,41.0,0.0
0.0,0.301165581,5833.0,0.0,33.0,0.0
0.012538998,0.252820904,11786.0,0.0,52.0,0.0
0.073767645,0.273209147,6602.0,0.0,34.0,0.0
0.401406479,0.143180909,7500.0,0.0,46.0,0.0
0.014703133,0.084849062,10500.0,0.0,50.0,0.0
0.082650936,0.314685315,4575.0,0.0,65.0,0.0
0.512460827,0.01771619,5700.0,0.0,30.0,0.0
0.004908868,0.261114237,5330.0,0.0,74.0,0.0
0.024760922,0.007662835,2348.0,0.0,66.0,0.0
0.29658673,0.171569636,14582.0,0.0,65.0,0.0
0.00088879,0.273525164,9000.0,0.0,56.0,0.0
0.052147668,0.421115777,3333.0,0.0,54.0,0.0
0.9999999,0.018173557,2200.0,1.0,38.0,0.0
0.841543496,0.548414665,11700.0,0.0,52.0,0.0
0.000440663,0.403082887,10833.0,0.0,37.0,0.0
0.655651902,0.482299042,2400.0,0.0,31.0,1.0
0.0,0.135326667,10300.0,0.0,33.0,0.0
0.121300445,0.265365724,7532.0,0.0,53.0,0.0
0.714095955,0.187981202,10000.0,0.0,55.0,0.0
0.271304022,0.442795467,3705.0,0.0,43.0,0.0
0.035316816,0.427479147,4315.0,0.0,49.0,0.0
0.006918692,0.208891725,4700.0,0.0,75.0,0.0
0.563674874,0.211276094,18250.0,0.0,55.0,0.0
8.05e-05,0.223714286,3499.0,0.0,51.0,0.0
0.108113765,0.555379095,17000.0,0.0,64.0,0.0
0.0,0.0,4030.0,0.0,46.0,0.0
0.9999999,0.242021956,3916.0,0.0,47.0,0.0
0.448671984,0.397120576,3333.0,0.0,42.0,0.0
0.080501318,0.287745787,5695.0,0.0,58.0,0.0
0.967950088,0.328547622,7800.0,0.0,54.0,0.0
0.027839855,0.00629874,3333.0,0.0,77.0,0.0
0.256695013,0.449544219,6252.0,0.0,34.0,0.0
0.028412522,0.05666127,10500.0,0.0,71.0,0.0
0.981250937,0.536262573,5666.0,0.0,38.0,0.0
0.986114968,0.286602977,4500.0,1.0,58.0,1.0
0.013218087,0.00169983,10000.0,0.0,35.0,0.0
0.022464071,0.377405649,4000.0,0.0,55.0,0.0
0.99290071,0.378118093,6333.0,0.0,41.0,0.0
0.140305542,0.368545294,10166.0,0.0,50.0,0.0
0.01776038,0.142763589,4580.0,0.0,53.0,0.0
0.340841245,0.28889852,16150.0,0.0,69.0,0.0
0.008901034,0.395760424,10000.0,0.0,46.0,0.0
0.281785911,0.17356647,11666.0,0.0,52.0,0.0
0.499669321,0.722608408,3020.0,0.0,46.0,0.0
0.070820648,0.492624143,4812.0,0.0,30.0,0.0
0.001694874,0.061970638,7083.0,0.0,43.0,0.0
0.535210387,0.365767122,9300.0,0.0,49.0,0.0
0.970008569,0.577553957,3474.0,0.0,38.0,1.0
0.465338775,0.477528912,6830.0,0.0,52.0,0.0
0.342309623,0.335124411,12096.0,0.0,60.0,0.0
0.014974879,0.26786654,9500.0,0.0,76.0,0.0
0.641076414,0.769400718,7241.0,0.0,41.0,0.0
0.091781644,0.440407561,7458.0,0.0,52.0,0.0
0.543091382,0.36141063,7882.0,0.0,58.0,0.0
0.082962138,0.242395537,9500.0,0.0,42.0,0.0
0.418637465,0.188118812,4948.0,0.0,49.0,0.0
0.063092552,0.416486681,8333.0,0.0,46.0,0.0
0.006259027,0.648654659,4496.0,0.0,65.0,0.0
0.095516179,0.005940925,11950.0,0.0,64.0,0.0
0.030478183,0.0049995,10000.0,0.0,65.0,0.0
0.477808876,0.332506203,2820.0,0.0,27.0,0.0
0.370525895,0.151581243,2750.0,0.0,27.0,0.0
0.508300876,0.432737097,10733.0,0.0,35.0,0.0
0.051542999,0.451733649,5075.0,0.0,34.0,0.0
0.155799794,0.428929957,4382.0,0.0,39.0,0.0
0.740518962,0.001195522,9200.0,0.0,66.0,1.0
0.365785369,0.481168759,9000.0,0.0,43.0,0.0
0.002124947,0.277327438,4070.0,0.0,67.0,0.0
0.548261867,0.327334533,5000.0,0.0,31.0,0.0
0.018799373,0.315811518,4774.0,0.0,64.0,0.0
0.345165801,0.475209418,4416.0,0.0,63.0,0.0
0.9999999,0.293958521,4435.0,0.0,32.0,0.0
0.458127094,0.406202339,5900.0,0.0,46.0,0.0
0.287868624,0.068091708,5800.0,0.0,45.0,0.0
0.047870713,0.479922593,6200.0,0.0,31.0,0.0
0.43393752,0.379026883,4500.0,0.0,45.0,0.0
0.160659973,0.329445092,6000.0,0.0,39.0,0.0
0.497392798,0.373375232,7000.0,0.0,52.0,0.0
0.154963534,0.278148081,5550.0,1.0,42.0,1.0
0.196646211,0.167019359,12758.0,0.0,56.0,0.0
0.396891524,0.258440184,8500.0,0.0,48.0,0.0
0.9999999,0.102971407,5350.0,0.0,59.0,0.0
0.777402825,0.092953523,2000.0,0.0,37.0,0.0
0.378481986,0.55921504,7286.0,0.0,57.0,0.0
0.130774817,0.344273743,8591.0,0.0,51.0,0.0
0.0,0.109931293,1600.0,0.0,57.0,0.0
0.473189434,0.532340339,4900.0,0.0,61.0,0.0
0.034911526,0.00659967,6666.0,0.0,79.0,0.0
0.499197033,0.304461656,9166.0,0.0,37.0,1.0
0.367838708,0.483375497,5533.0,0.0,64.0,0.0
0.101754425,0.330693545,4166.0,0.0,68.0,0.0
0.006607966,0.243321069,6250.0,0.0,44.0,0.0
0.392036893,0.537935748,4388.0,0.0,64.0,0.0
0.630364559,0.383781692,5166.0,0.0,66.0,0.0
0.054779152,0.031494751,6000.0,0.0,73.0,0.0
0.050874218,0.006529851,9647.0,0.0,66.0,0.0
0.026293561,0.086463993,8650.0,0.0,68.0,0.0
0.002884934,0.674522407,5600.0,0.0,43.0,0.0
0.9999999,0.018609207,4083.0,0.0,34.0,0.0
0.113304971,0.030449932,6600.0,0.0,62.0,0.0
0.185227234,0.409786769,10973.0,0.0,60.0,0.0
0.526775611,0.684473602,3200.0,0.0,33.0,0.0
0.703929607,0.176030866,4146.0,0.0,51.0,0.0
0.41156231,0.320957862,16160.0,0.0,32.0,0.0
0.373782916,0.744260059,4398.0,0.0,48.0,0.0
0.381783846,0.661394381,4804.0,0.0,68.0,0.0
0.407333084,0.477395349,5374.0,0.0,38.0,0.0
0.645772538,0.276787202,6000.0,0.0,28.0,0.0
0.037141039,0.299245764,10208.0,0.0,58.0,0.0
0.047688639,0.399885747,3500.0,0.0,51.0,0.0
0.078118859,0.024534303,2200.0,0.0,51.0,0.0
0.016730126,0.008844453,5200.0,0.0,77.0,0.0
0.148933965,0.603690288,8833.0,0.0,36.0,0.0
0.0,0.365817091,2000.0,0.0,70.0,0.0
0.831974713,0.842859523,6000.0,0.0,48.0,0.0
0.173959739,0.416181008,8750.0,0.0,31.0,0.0
0.244070726,0.207278481,7583.0,0.0,55.0,0.0
0.085927154,0.359303391,12000.0,0.0,62.0,0.0
0.0,0.0,6000.0,0.0,61.0,0.0
0.480447641,0.248179674,9750.0,0.0,41.0,0.0
0.045671622,0.260971003,9000.0,0.0,56.0,0.0
0.317488895,0.561976369,4654.0,0.0,47.0,0.0
0.121684066,0.333615795,11800.0,0.0,63.0,0.0
0.06570863,0.238609113,2501.0,0.0,71.0,0.0
0.357957799,0.178521618,5018.0,0.0,48.0,0.0
0.078126512,0.011399088,8333.0,0.0,78.0,0.0
0.828343313,0.066366704,8000.0,0.0,30.0,0.0
0.9999999,0.128752502,2997.0,0.0,60.0,1.0
0.003266449,0.044991002,1666.0,0.0,61.0,0.0
0.001079117,0.356094448,4700.0,0.0,49.0,0.0
0.522045519,0.343578211,4001.0,0.0,64.0,0.0
0.9999999,0.156959934,2420.0,1.0,30.0,0.0
0.060321036,0.454755191,3900.0,0.0,64.0,0.0
0.49261278,0.273714791,15833.0,0.0,59.0,0.0
0.004466369,0.216636939,12333.0,0.0,62.0,0.0
0.402872183,0.586002187,6400.0,0.0,59.0,0.0
0.322154247,0.409646515,3026.0,0.0,54.0,0.0
0.325827716,0.02709971,4833.0,0.0,39.0,0.0
0.0,0.21909114,11816.0,0.0,42.0,0.0
0.845578299,0.361051116,8333.0,0.0,30.0,0.0
0.215587227,0.771686553,3100.0,0.0,59.0,0.0
0.979881444,0.5456621,3065.0,0.0,57.0,0.0
0.306156204,0.410652609,5500.0,0.0,59.0,0.0
0.074894344,0.346595377,6358.0,0.0,35.0,0.0
0.9999999,0.032,2374.0,0.0,37.0,0.0
0.590443371,0.674643501,6100.0,0.0,46.0,0.0
0.02789896,0.323910628,8100.0,0.0,44.0,0.0
0.318145224,0.438426929,6000.0,0.0,63.0,0.0
0.588638789,0.82400722,2215.0,0.0,40.0,0.0
0.0,0.072658547,16666.0,0.0,43.0,0.0
0.235564964,0.159654455,6250.0,0.0,62.0,0.0
0.077095878,0.278210117,3083.0,0.0,53.0,0.0
0.361471716,0.168771527,12193.0,0.0,64.0,0.0
0.232955839,0.328088771,6037.0,0.0,36.0,0.0
0.054056371,0.249057927,11410.0,0.0,57.0,0.0
0.159936026,0.099488164,3125.0,0.0,32.0,0.0
0.101436872,0.315166615,3210.0,0.0,41.0,0.0
0.002427642,0.444444444,11582.0,0.0,61.0,0.0
0.341732888,0.717283706,5050.0,0.0,33.0,0.0
0.19205771,0.016996601,5000.0,0.0,77.0,0.0
0.156884312,0.119990401,4166.0,0.0,53.0,0.0
0.432017494,0.126638525,4500.0,0.0,51.0,0.0
0.136453696,0.551510137,2416.0,0.0,49.0,0.0
0.019851289,0.081515499,6096.0,0.0,41.0,0.0
0.105947026,0.129109671,8333.0,1.0,56.0,0.0
0.330301271,0.578884223,3333.0,0.0,43.0,0.0
0.9999999,0.012332245,2756.0,0.0,54.0,1.0
0.250423012,0.638120626,3000.0,0.0,75.0,0.0
0.479800083,0.411228407,2083.0,0.0,35.0,0.0
0.105132294,0.307479989,3622.0,0.0,73.0,0.0
0.9999999,0.16644937,2300.0,0.0,28.0,0.0
0.06587863,0.166626823,4182.0,0.0,46.0,0.0
0.41594891,0.577116935,3967.0,0.0,28.0,0.0
0.001959922,0.000559284,1787.0,0.0,27.0,0.0
0.26204215,0.385427666,10416.0,0.0,57.0,1.0
0.057741335,0.165208698,4000.0,0.0,39.0,0.0
0.104589541,0.225939776,5080.0,0.0,63.0,0.0
0.341517199,0.217245241,16073.0,0.0,38.0,0.0
0.783071584,0.718372975,2900.0,0.0,30.0,0.0
0.209367599,0.45025025,4994.0,0.0,32.0,0.0
0.018540206,0.00220348,13160.0,0.0,64.0,0.0
0.522891222,0.257709251,9533.0,0.0,45.0,0.0
0.237879087,0.672465507,5000.0,0.0,44.0,0.0
0.974002363,0.139018371,7293.0,0.0,62.0,0.0
0.622430068,0.483172276,3000.0,0.0,54.0,0.0
0.093181676,0.004190077,10500.0,0.0,55.0,0.0
0.126397702,0.142439625,6500.0,0.0,72.0,0.0
0.146517133,0.232514958,4846.0,0.0,48.0,0.0
0.9999999,0.056448598,2674.0,0.0,38.0,0.0
0.9999999,0.044568245,3230.0,0.0,51.0,0.0
0.414550196,0.699518153,17847.0,0.0,57.0,0.0
0.184309442,0.271341082,8000.0,0.0,51.0,0.0
0.079421086,0.573074154,12500.0,0.0,51.0,0.0
0.9999999,0.318035944,3115.0,0.0,32.0,0.0
0.390361534,0.243559322,5899.0,0.0,48.0,1.0
0.026467315,0.011519078,4166.0,0.0,69.0,0.0
0.085025702,0.365368281,8240.0,0.0,42.0,0.0
0.31903652,0.484756396,10200.0,0.0,66.0,0.0
0.453175728,0.74185163,5000.0,0.0,51.0,0.0
0.176149892,0.540517727,3553.0,0.0,63.0,0.0
0.0,0.292338458,8000.0,0.0,36.0,0.0
0.073899527,0.535573123,4047.0,0.0,55.0,0.0
0.522949503,0.205122289,4333.0,0.0,53.0,0.0
0.263203441,0.467368029,10740.0,0.0,54.0,0.0
0.080967907,0.526833841,4266.0,0.0,44.0,0.0
0.547373073,0.152581087,6566.0,0.0,32.0,0.0
0.848367725,0.557022333,10074.0,0.0,57.0,0.0
0.285782306,0.528493894,1473.0,0.0,46.0,0.0
0.185272019,0.189564957,13377.0,0.0,67.0,0.0
0.0,0.148227139,3750.0,0.0,27.0,0.0
0.403982436,0.360292623,4920.0,0.0,59.0,0.0
0.177165462,0.225679843,10700.0,0.0,56.0,0.0
0.062211442,0.036633589,13402.0,0.0,59.0,0.0
0.298189769,0.098952084,12500.0,0.0,35.0,0.0
0.826698587,0.716924498,4330.0,0.0,39.0,0.0
0.020027999,0.301849075,2000.0,0.0,63.0,0.0
0.402364224,0.726942299,2200.0,0.0,43.0,0.0
0.067759397,0.41447944,4571.0,0.0,48.0,0.0
0.740286299,0.713205645,3967.0,0.0,73.0,0.0
0.093393774,0.323895028,5791.0,0.0,36.0,0.0
0.031022123,0.175625769,7310.0,0.0,46.0,0.0
0.034226092,0.113928748,8083.0,0.0,48.0,0.0
0.064510878,0.066373451,2500.0,0.0,72.0,0.0
0.31087395,0.742301459,1850.0,0.0,71.0,0.0
0.0,0.000571265,3500.0,0.0,63.0,0.0
0.00486375,0.519339516,4420.0,0.0,60.0,0.0
0.124207481,0.111519424,13333.0,0.0,75.0,0.0
0.004949753,0.275516403,3291.0,0.0,47.0,0.0
0.037477764,0.304818775,7200.0,0.0,51.0,0.0
0.405007983,0.119012759,4780.0,0.0,38.0,0.0
0.420233653,0.785250584,7701.0,0.0,71.0,1.0
0.005744052,0.371762824,10000.0,0.0,51.0,0.0
0.037092084,0.388593422,14289.0,0.0,55.0,0.0
0.010999845,0.287028396,7500.0,0.0,47.0,0.0
0.102730433,0.333561879,8750.0,0.0,48.0,0.0
0.051278667,0.458470948,8174.0,0.0,55.0,0.0
0.012430574,0.043134436,2781.0,0.0,61.0,0.0
0.152894904,0.534133105,3500.0,0.0,71.0,0.0
0.616349735,0.038508808,2440.0,0.0,68.0,0.0
0.094580752,0.643271346,5000.0,0.0,32.0,0.0
0.002161316,0.000344768,5800.0,0.0,60.0,0.0
0.129953875,0.448530089,10850.0,0.0,71.0,0.0
0.547340436,0.563380282,2200.0,0.0,36.0,0.0
0.0,0.169280878,11666.0,0.0,60.0,0.0
0.0,0.822049306,13750.0,0.0,43.0,0.0
0.238234577,0.75284943,1666.0,0.0,70.0,0.0
0.661481592,0.660599846,3900.0,0.0,58.0,0.0
0.089319699,0.288608436,3010.0,0.0,62.0,0.0
0.823549332,0.691972394,8258.0,0.0,59.0,0.0
0.576185139,0.505624219,7200.0,0.0,53.0,0.0
0.553629758,0.357559444,4457.0,0.0,33.0,0.0
0.9999999,0.4455081,2715.0,0.0,46.0,0.0
0.134671542,0.078769178,11666.0,0.0,46.0,0.0
0.501477161,0.334888188,7288.0,0.0,38.0,0.0
0.00799968,0.188376004,5350.0,0.0,38.0,0.0
0.342802765,0.316849503,11667.0,0.0,31.0,1.0
0.054813701,0.267882057,10750.0,0.0,67.0,0.0
0.715925395,0.620987264,9500.0,0.0,45.0,0.0
0.213581447,0.139655029,12000.0,0.0,30.0,0.0
0.167123169,0.627688579,3300.0,0.0,62.0,0.0
0.040240708,0.803308163,2780.0,0.0,48.0,0.0
0.280073512,0.533373216,11700.0,0.0,56.0,0.0
0.266232894,0.234853029,3333.0,0.0,36.0,0.0
0.023998667,0.330972792,5365.0,0.0,56.0,0.0
0.014262322,0.258574864,7900.0,0.0,72.0,0.0
0.084292465,0.032315072,3960.0,0.0,62.0,0.0
0.269315379,0.075407351,7916.0,0.0,55.0,0.0
0.578023655,0.196838396,10500.0,0.0,55.0,0.0
0.119760479,0.220835594,5528.0,1.0,29.0,0.0
0.503406696,0.217023049,7201.0,0.0,34.0,0.0
0.591380202,0.302909855,13333.0,0.0,32.0,0.0
0.018841709,0.237609912,5003.0,0.0,51.0,0.0
0.070241275,0.54195062,8950.0,0.0,33.0,0.0
0.009188022,0.125857675,5100.0,0.0,56.0,0.0
0.218527836,0.110979663,17750.0,0.0,65.0,0.0
0.152994116,0.382233233,5650.0,0.0,35.0,0.0
